Date,Country,VaccinatedRate
2020-12-31,Austria,0.06
2020-12-31,Belgium,0.01
2020-12-31,Canada,0.26
2020-12-31,Chile,0.05
2020-12-31,China,0.00
2020-12-31,Costa Rica,0.00
2020-12-31,Czechia,0.11
2020-12-31,Denmark,0.58
2020-12-31,Estonia,0.19
2020-12-31,Finland,0.00
2020-12-31,France,0.00
2020-12-31,Germany,0.24
2020-12-31,Greece,0.02
2020-12-31,Hungary,0.00
2020-12-31,Iceland,0.00
2020-12-31,Ireland,0.00
2020-12-31,Israel,11.27
2020-12-31,Italy,0.07
2020-12-31,Latvia,0.12
2020-12-31,Lithuania,0.36
2020-12-31,Luxembourg,0.00
2020-12-31,Mexico,0.00
2020-12-31,Norway,0.04
2020-12-31,Poland,0.13
2020-12-31,Portugal,0.32
2020-12-31,Slovenia,0.55
2020-12-31,Sweden,0.00
2020-12-31,Switzerland,0.07
2020-12-31,United Kingdom,0.00
2020-12-31,United States,0.00
