tDate,Country,VaccinatedRate
2022-07-12,Australia,86.74
2022-07-12,Belgium,79.52
2022-07-12,Canada,86.14
2022-07-12,Chile,93.77
2022-07-12,China,0.00
2022-07-12,Czechia,64.96
2022-07-12,Denmark,83.05
2022-07-12,Finland,0.00
2022-07-12,France,83.28
2022-07-12,Germany,77.13
2022-07-12,Greece,76.38
2022-07-12,Hungary,66.56
2022-07-12,Ireland,82.12
2022-07-12,Israel,76.38
2022-07-12,Italy,84.17
2022-07-12,Japan,82.35
2022-07-12,Lithuania,72.59
2022-07-12,New Zealand,88.33
2022-07-12,Norway,79.45
2022-07-12,Poland,60.16
2022-07-12,South Korea,86.98
2022-07-12,Spain,0.00
2022-07-12,Taiwan,88.88
2022-07-12,Turkey,68.04
2022-07-12,United States,78.32
