tDate,Country,VaccinatedRate
2022-05-09,Australia,86.44
2022-05-09,Austria,0.00
2022-05-09,Belgium,79.43
2022-05-09,Canada,85.89
2022-05-09,Chile,93.31
2022-05-09,China,0.00
2022-05-09,Costa Rica,0.00
2022-05-09,Czechia,64.89
2022-05-09,Denmark,83.19
2022-05-09,Estonia,64.98
2022-05-09,Finland,0.00
2022-05-09,France,83.09
2022-05-09,Germany,76.89
2022-05-09,Greece,76.29
2022-05-09,Hungary,0.00
2022-05-09,Ireland,81.92
2022-05-09,Israel,76.31
2022-05-09,Italy,84.10
2022-05-09,Japan,81.95
2022-05-09,Latvia,72.05
2022-05-09,Lithuania,72.53
2022-05-09,Luxembourg,75.73
2022-05-09,New Zealand,88.24
2022-05-09,Norway,79.33
2022-05-09,Poland,60.01
2022-05-09,Slovenia,60.87
2022-05-09,South Korea,86.91
2022-05-09,Spain,0.00
2022-05-09,Sweden,0.00
2022-05-09,Switzerland,69.79
2022-05-09,Taiwan,83.27
2022-05-09,Turkey,67.99
2022-05-09,United States,77.40
