tDate,Country,VaccinatedRate
2021-03-01,Australia,0.13
2021-03-01,Austria,5.14
2021-03-01,Belgium,4.65
2021-03-01,Canada,3.70
2021-03-01,Chile,17.97
2021-03-01,China,0.00
2021-03-01,Colombia,0.00
2021-03-01,Costa Rica,2.02
2021-03-01,Czechia,4.13
2021-03-01,Denmark,7.58
2021-03-01,Estonia,6.12
2021-03-01,Finland,6.93
2021-03-01,France,4.84
2021-03-01,Germany,5.08
2021-03-01,Greece,5.73
2021-03-01,Hungary,7.49
2021-03-01,Iceland,6.14
2021-03-01,Ireland,6.09
2021-03-01,Israel,54.20
2021-03-01,Italy,5.12
2021-03-01,Japan,0.03
2021-03-01,Latvia,2.58
2021-03-01,Lithuania,6.46
2021-03-01,Luxembourg,4.36
2021-03-01,Mexico,1.50
2021-03-01,Netherlands,0.00
2021-03-01,New Zealand,0.17
2021-03-01,Norway,6.34
2021-03-01,Poland,5.80
2021-03-01,Portugal,6.31
2021-03-01,Slovakia,5.88
2021-03-01,Slovenia,6.05
2021-03-01,South Korea,0.05
2021-03-01,Spain,5.65
2021-03-01,Sweden,0.00
2021-03-01,Switzerland,6.11
2021-03-01,Turkey,8.20
2021-03-01,United Kingdom,30.02
2021-03-01,United States,15.24
