Date,Country,VaccinatedRate
2021-09-05,Australia,50.53
2021-09-05,Austria,61.43
2021-09-05,Belgium,72.74
2021-09-05,Canada,73.85
2021-09-05,Chile,75.13
2021-09-05,China,0.00
2021-09-05,Colombia,0.00
2021-09-05,Costa Rica,0.00
2021-09-05,Czechia,55.71
2021-09-05,Denmark,76.04
2021-09-05,Estonia,55.35
2021-09-05,Finland,73.01
2021-09-05,France,74.93
2021-09-05,Germany,65.31
2021-09-05,Greece,59.22
2021-09-05,Hungary,60.38
2021-09-05,Iceland,0.00
2021-09-05,Ireland,74.53
2021-09-05,Israel,68.48
2021-09-05,Italy,71.55
2021-09-05,Japan,0.00
2021-09-05,Latvia,46.33
2021-09-05,Lithuania,62.35
2021-09-05,Luxembourg,0.00
2021-09-05,Mexico,45.34
2021-09-05,Netherlands,69.98
2021-09-05,New Zealand,52.82
2021-09-05,Norway,71.60
2021-09-05,Poland,51.31
2021-09-05,Portugal,86.04
2021-09-05,Slovakia,43.81
2021-09-05,Slovenia,48.23
2021-09-05,South Korea,57.90
2021-09-05,Spain,78.77
2021-09-05,Sweden,0.00
2021-09-05,Switzerland,57.94
2021-09-05,Taiwan,43.59
2021-09-05,Turkey,58.27
2021-09-05,United Kingdom,70.77
2021-09-05,United States,0.00
