Date,Country,VaccinatedRate
2022-02-07,Australia,84.66
2022-02-07,Canada,85.15
2022-02-07,China,87.69
2022-02-07,Costa Rica,79.58
2022-02-07,Czechia,64.65
2022-02-07,Denmark,83.36
2022-02-07,Estonia,64.55
2022-02-07,Finland,79.97
2022-02-07,France,82.35
2022-02-07,Germany,75.32
2022-02-07,Greece,75.21
2022-02-07,Hungary,66.17
2022-02-07,Iceland,0.00
2022-02-07,Ireland,80.87
2022-02-07,Israel,76.15
2022-02-07,Italy,83.75
2022-02-07,Japan,80.48
2022-02-07,Latvia,71.74
2022-02-07,Lithuania,72.27
2022-02-07,Mexico,64.41
2022-02-07,New Zealand,86.62
2022-02-07,Norway,79.06
2022-02-07,Poland,59.26
2022-02-07,Portugal,94.62
2022-02-07,Slovenia,60.71
2022-02-07,South Korea,86.25
2022-02-07,Spain,87.64
2022-02-07,Sweden,0.00
2022-02-07,Switzerland,69.72
2022-02-07,Taiwan,80.25
2022-02-07,Turkey,67.62
2022-02-07,United Kingdom,76.89
2022-02-07,United States,75.49
