tDate,Country,VaccinatedRate
2022-09-29,Australia,87.03
2022-09-29,Austria,76.16
2022-09-29,Canada,87.61
2022-09-29,Chile,94.05
2022-09-29,China,0.00
2022-09-29,Czechia,65.03
2022-09-29,Denmark,82.80
2022-09-29,France,83.41
2022-09-29,Greece,76.45
2022-09-29,Israel,76.43
2022-09-29,Italy,84.22
2022-09-29,Japan,82.68
2022-09-29,Lithuania,72.69
2022-09-29,Norway,79.51
2022-09-29,Poland,60.29
2022-09-29,South Korea,87.06
2022-09-29,Sweden,76.97
2022-09-29,Taiwan,91.02
2022-09-29,Turkey,68.12
