tDate,Country,VaccinatedRate
2022-10-13,Austria,76.18
2022-10-13,Canada,88.00
2022-10-13,China,0.00
2022-10-13,Czechia,65.04
2022-10-13,Denmark,82.76
2022-10-13,Finland,81.51
2022-10-13,France,83.42
2022-10-13,Germany,77.23
2022-10-13,Greece,76.46
2022-10-13,Israel,76.44
2022-10-13,Italy,84.22
2022-10-13,Japan,82.70
2022-10-13,Lithuania,72.70
2022-10-13,Norway,79.52
2022-10-13,Poland,60.30
2022-10-13,South Korea,87.06
2022-10-13,Spain,88.37
2022-10-13,Taiwan,91.16
2022-10-13,Turkey,68.12
