Date,Country,VaccinatedRate
2021-08-02,Australia,32.82
2021-08-02,Austria,58.69
2021-08-02,Belgium,69.39
2021-08-02,Canada,70.96
2021-08-02,Chile,72.13
2021-08-02,China,0.00
2021-08-02,Colombia,35.61
2021-08-02,Czechia,52.88
2021-08-02,Denmark,72.75
2021-08-02,Estonia,48.66
2021-08-02,Finland,66.66
2021-08-02,France,65.58
2021-08-02,Germany,61.35
2021-08-02,Greece,55.22
2021-08-02,Hungary,58.42
2021-08-02,Iceland,0.00
2021-08-02,Ireland,66.92
2021-08-02,Israel,65.88
2021-08-02,Italy,64.10
2021-08-02,Japan,41.31
2021-08-02,Latvia,41.45
2021-08-02,Lithuania,52.90
2021-08-02,Luxembourg,62.03
2021-08-02,Mexico,36.92
2021-08-02,Netherlands,0.00
2021-08-02,New Zealand,25.13
2021-08-02,Norway,65.97
2021-08-02,Poland,48.65
2021-08-02,Portugal,69.43
2021-08-02,Slovakia,41.76
2021-08-02,Slovenia,44.43
2021-08-02,South Korea,38.50
2021-08-02,Spain,69.21
2021-08-02,Sweden,0.00
2021-08-02,Switzerland,53.71
2021-08-02,Taiwan,33.54
2021-08-02,Turkey,48.41
2021-08-02,United Kingdom,68.71
2021-08-02,United States,57.62
