Date,Country,VaccinatedRate
2022-08-15,Australia,86.91
2022-08-15,Austria,76.10
2022-08-15,China,0.00
2022-08-15,Czechia,65.00
2022-08-15,Denmark,82.96
2022-08-15,Estonia,65.30
2022-08-15,France,83.35
2022-08-15,Germany,77.17
2022-08-15,Greece,76.41
2022-08-15,Hungary,0.00
2022-08-15,Israel,76.41
2022-08-15,Italy,84.19
2022-08-15,Lithuania,72.64
2022-08-15,New Zealand,88.38
2022-08-15,Norway,79.48
2022-08-15,Poland,60.21
2022-08-15,South Korea,87.02
2022-08-15,Switzerland,69.91
2022-08-15,Taiwan,89.64
2022-08-15,Turkey,68.09
