tDate,Country,VaccinatedRate
2022-02-04,Australia,84.49
2022-02-04,Austria,0.00
2022-02-04,Belgium,78.78
2022-02-04,Canada,85.08
2022-02-04,Chile,91.89
2022-02-04,China,0.00
2022-02-04,Colombia,79.11
2022-02-04,Costa Rica,0.00
2022-02-04,Czechia,64.64
2022-02-04,Denmark,83.34
2022-02-04,Estonia,64.53
2022-02-04,Finland,79.87
2022-02-04,France,82.32
2022-02-04,Germany,75.28
2022-02-04,Greece,75.07
2022-02-04,Hungary,0.00
2022-02-04,Iceland,0.00
2022-02-04,Ireland,80.81
2022-02-04,Israel,76.15
2022-02-04,Italy,83.62
2022-02-04,Japan,0.00
2022-02-04,Latvia,71.72
2022-02-04,Lithuania,72.26
2022-02-04,Luxembourg,75.11
2022-02-04,Mexico,64.34
2022-02-04,Netherlands,0.00
2022-02-04,New Zealand,0.00
2022-02-04,Norway,79.05
2022-02-04,Poland,59.20
2022-02-04,Portugal,94.35
2022-02-04,Slovakia,0.00
2022-02-04,Slovenia,60.71
2022-02-04,South Korea,86.22
2022-02-04,Spain,0.00
2022-02-04,Sweden,76.60
2022-02-04,Switzerland,69.70
2022-02-04,Taiwan,0.00
2022-02-04,Turkey,67.59
2022-02-04,United Kingdom,76.85
2022-02-04,United States,75.46
