tDate,Country,VaccinatedRate
2022-07-13,Australia,86.74
2022-07-13,Belgium,79.52
2022-07-13,Canada,86.15
2022-07-13,Chile,93.77
2022-07-13,China,0.00
2022-07-13,Czechia,64.94
2022-07-13,Denmark,83.05
2022-07-13,Finland,81.43
2022-07-13,France,83.29
2022-07-13,Germany,77.13
2022-07-13,Greece,76.38
2022-07-13,Ireland,82.13
2022-07-13,Israel,76.38
2022-07-13,Italy,84.17
2022-07-13,Japan,82.35
2022-07-13,Lithuania,72.59
2022-07-13,Luxembourg,75.84
2022-07-13,New Zealand,0.00
2022-07-13,Norway,79.45
2022-07-13,Poland,60.17
2022-07-13,South Korea,86.98
2022-07-13,Spain,88.29
2022-07-13,Taiwan,88.88
2022-07-13,Turkey,68.04
