Date,Country,VaccinatedRate
2022-04-11,Australia,86.25
2022-04-11,Canada,86.60
2022-04-11,Chile,93.13
2022-04-11,China,88.64
2022-04-11,Costa Rica,85.22
2022-04-11,Czechia,64.85
2022-04-11,Denmark,83.25
2022-04-11,Estonia,64.87
2022-04-11,France,82.57
2022-04-11,Germany,75.94
2022-04-11,Greece,76.23
2022-04-11,Hungary,66.48
2022-04-11,Israel,76.28
2022-04-11,Italy,84.05
2022-04-11,Japan,81.58
2022-04-11,Latvia,72.00
2022-04-11,Lithuania,72.47
2022-04-11,New Zealand,88.18
2022-04-11,Norway,79.28
2022-04-11,Poland,59.84
2022-04-11,Slovenia,60.85
2022-04-11,South Korea,86.84
2022-04-11,Switzerland,69.76
2022-04-11,Taiwan,81.80
2022-04-11,Turkey,67.96
2022-04-11,United Kingdom,77.62
2022-04-11,United States,77.01
