Date,Country,VaccinatedRate
2021-04-06,Australia,0.00
2021-04-06,Austria,15.01
2021-04-06,Belgium,14.05
2021-04-06,Canada,15.83
2021-04-06,Chile,37.10
2021-04-06,China,0.00
2021-04-06,Colombia,0.00
2021-04-06,Costa Rica,5.67
2021-04-06,Czechia,11.84
2021-04-06,Denmark,13.70
2021-04-06,Estonia,17.46
2021-04-06,Finland,17.59
2021-04-06,France,15.02
2021-04-06,Germany,13.19
2021-04-06,Greece,12.25
2021-04-06,Hungary,26.33
2021-04-06,Iceland,0.00
2021-04-06,Ireland,13.64
2021-04-06,Israel,60.17
2021-04-06,Italy,13.59
2021-04-06,Japan,0.79
2021-04-06,Latvia,8.69
2021-04-06,Lithuania,15.14
2021-04-06,Luxembourg,13.60
2021-04-06,Mexico,6.43
2021-04-06,Netherlands,0.00
2021-04-06,New Zealand,1.48
2021-04-06,Norway,13.55
2021-04-06,Poland,0.00
2021-04-06,Portugal,13.55
2021-04-06,Slovakia,14.24
2021-04-06,Slovenia,14.00
2021-04-06,South Korea,2.01
2021-04-06,Spain,13.09
2021-04-06,Sweden,0.00
2021-04-06,Switzerland,11.43
2021-04-06,Taiwan,0.08
2021-04-06,Turkey,11.86
2021-04-06,United Kingdom,46.49
2021-04-06,United States,32.53
