tDate,Country,VaccinatedRate
2021-04-08,Australia,0.00
2021-04-08,Austria,15.98
2021-04-08,Belgium,15.32
2021-04-08,Canada,17.05
2021-04-08,Chile,37.99
2021-04-08,China,0.00
2021-04-08,Colombia,4.24
2021-04-08,Costa Rica,0.00
2021-04-08,Czechia,12.42
2021-04-08,Denmark,14.22
2021-04-08,Estonia,18.71
2021-04-08,Finland,18.54
2021-04-08,France,15.92
2021-04-08,Germany,14.60
2021-04-08,Greece,13.06
2021-04-08,Hungary,27.91
2021-04-08,Iceland,15.33
2021-04-08,Ireland,0.00
2021-04-08,Israel,60.37
2021-04-08,Italy,14.40
2021-04-08,Japan,0.85
2021-04-08,Latvia,9.64
2021-04-08,Lithuania,16.38
2021-04-08,Luxembourg,14.35
2021-04-08,Mexico,7.09
2021-04-08,Netherlands,0.00
2021-04-08,New Zealand,1.71
2021-04-08,Norway,15.69
2021-04-08,Poland,13.67
2021-04-08,Portugal,14.41
2021-04-08,Slovakia,14.90
2021-04-08,Slovenia,15.00
2021-04-08,South Korea,2.16
2021-04-08,Spain,14.53
2021-04-08,Sweden,0.00
2021-04-08,Switzerland,12.07
2021-04-08,Taiwan,0.09
2021-04-08,Turkey,12.50
2021-04-08,United Kingdom,46.77
2021-04-08,United States,33.66
