tDate,Country,VaccinatedRate
2021-08-23,Australia,42.49
2021-08-23,Austria,60.26
2021-08-23,Belgium,71.91
2021-08-23,Canada,72.63
2021-08-23,Chile,74.58
2021-08-23,China,0.00
2021-08-23,Colombia,43.10
2021-08-23,Costa Rica,58.95
2021-08-23,Czechia,54.91
2021-08-23,Denmark,75.30
2021-08-23,Estonia,53.59
2021-08-23,Finland,71.19
2021-08-23,France,72.68
2021-08-23,Germany,63.76
2021-08-23,Greece,57.06
2021-08-23,Hungary,59.20
2021-08-23,Iceland,0.00
2021-08-23,Ireland,72.62
2021-08-23,Israel,67.26
2021-08-23,Italy,69.00
2021-08-23,Japan,0.00
2021-08-23,Latvia,44.82
2021-08-23,Lithuania,60.13
2021-08-23,Luxembourg,63.51
2021-08-23,Mexico,43.43
2021-08-23,Netherlands,0.00
2021-08-23,New Zealand,37.55
2021-08-23,Norway,69.67
2021-08-23,Poland,0.00
2021-08-23,Portugal,81.28
2021-08-23,Slovakia,43.15
2021-08-23,Slovenia,46.74
2021-08-23,South Korea,50.77
2021-08-23,Spain,76.65
2021-08-23,Sweden,0.00
2021-08-23,Switzerland,55.91
2021-08-23,Taiwan,39.67
2021-08-23,Turkey,54.46
2021-08-23,United Kingdom,69.99
2021-08-23,United States,60.59
