Date,Country,VaccinatedRate
2021-07-13,Australia,26.77
2021-07-13,Austria,56.21
2021-07-13,Belgium,65.89
2021-07-13,Canada,69.09
2021-07-13,Chile,69.64
2021-07-13,China,0.00
2021-07-13,Colombia,0.00
2021-07-13,Costa Rica,34.71
2021-07-13,Czechia,49.46
2021-07-13,Denmark,64.86
2021-07-13,Estonia,44.35
2021-07-13,Finland,63.15
2021-07-13,France,55.76
2021-07-13,Germany,58.67
2021-07-13,Greece,51.13
2021-07-13,Hungary,57.59
2021-07-13,Iceland,0.00
2021-07-13,Ireland,56.20
2021-07-13,Israel,65.26
2021-07-13,Italy,59.81
2021-07-13,Japan,33.69
2021-07-13,Latvia,38.07
2021-07-13,Lithuania,47.78
2021-07-13,Luxembourg,59.00
2021-07-13,Mexico,27.81
2021-07-13,Netherlands,0.00
2021-07-13,New Zealand,17.29
2021-07-13,Norway,57.03
2021-07-13,Poland,46.32
2021-07-13,Portugal,61.79
2021-07-13,Slovakia,39.89
2021-07-13,Slovenia,41.11
2021-07-13,South Korea,30.35
2021-07-13,Spain,60.92
2021-07-13,Sweden,0.00
2021-07-13,Switzerland,51.57
2021-07-13,Taiwan,16.76
2021-07-13,Turkey,45.08
2021-07-13,United Kingdom,67.50
2021-07-13,United States,55.43
