Date,Country,VaccinatedRate
2021-08-19,Australia,40.45
2021-08-19,Austria,60.00
2021-08-19,Belgium,71.70
2021-08-19,Canada,72.33
2021-08-19,Chile,74.40
2021-08-19,China,0.00
2021-08-19,Colombia,41.69
2021-08-19,Costa Rica,0.00
2021-08-19,Czechia,54.66
2021-08-19,Denmark,74.99
2021-08-19,Estonia,53.12
2021-08-19,Finland,70.16
2021-08-19,France,71.95
2021-08-19,Germany,63.29
2021-08-19,Greece,56.73
2021-08-19,Ireland,71.67
2021-08-19,Israel,66.92
2021-08-19,Italy,68.33
2021-08-19,Japan,51.74
2021-08-19,Latvia,44.28
2021-08-19,Lithuania,59.39
2021-08-19,Luxembourg,63.22
2021-08-19,Mexico,42.94
2021-08-19,Netherlands,0.00
2021-08-19,New Zealand,34.54
2021-08-19,Norway,69.50
2021-08-19,Poland,50.20
2021-08-19,Portugal,78.43
2021-08-19,Slovakia,42.89
2021-08-19,Slovenia,46.44
2021-08-19,South Korea,47.90
2021-08-19,Spain,75.82
2021-08-19,Sweden,66.32
2021-08-19,Switzerland,55.48
2021-08-19,Taiwan,38.86
2021-08-19,Turkey,53.27
2021-08-19,United Kingdom,69.67
2021-08-19,United States,60.04
