tDate,Country,VaccinatedRate
2021-05-17,Australia,0.00
2021-05-17,Austria,33.95
2021-05-17,Belgium,34.70
2021-05-17,Canada,45.66
2021-05-17,Chile,48.06
2021-05-17,China,0.00
2021-05-17,Colombia,9.07
2021-05-17,Costa Rica,14.05
2021-05-17,Czechia,29.49
2021-05-17,Denmark,29.03
2021-05-17,Estonia,30.70
2021-05-17,Finland,38.45
2021-05-17,France,32.17
2021-05-17,Germany,37.25
2021-05-17,Greece,27.36
2021-05-17,Hungary,48.94
2021-05-17,Iceland,0.00
2021-05-17,Ireland,0.00
2021-05-17,Israel,61.81
2021-05-17,Italy,32.40
2021-05-17,Japan,4.66
2021-05-17,Latvia,23.87
2021-05-17,Lithuania,32.79
2021-05-17,Luxembourg,32.27
2021-05-17,Mexico,11.93
2021-05-17,Netherlands,0.00
2021-05-17,New Zealand,6.45
2021-05-17,Norway,29.29
2021-05-17,Poland,30.86
2021-05-17,Portugal,32.26
2021-05-17,Slovakia,26.33
2021-05-17,Slovenia,27.08
2021-05-17,South Korea,7.24
2021-05-17,Spain,33.15
2021-05-17,Sweden,0.00
2021-05-17,Switzerland,28.47
2021-05-17,Taiwan,0.92
2021-05-17,Turkey,17.62
2021-05-17,United Kingdom,53.97
2021-05-17,United States,47.41
