Date,Country,VaccinatedRate
2021-07-05,Australia,24.73
2021-07-05,Austria,54.46
2021-07-05,Belgium,64.08
2021-07-05,Canada,68.14
2021-07-05,Chile,67.53
2021-07-05,China,0.00
2021-07-05,Colombia,23.57
2021-07-05,Costa Rica,33.17
2021-07-05,Czechia,48.01
2021-07-05,Denmark,59.33
2021-07-05,Estonia,42.98
2021-07-05,Finland,0.00
2021-07-05,France,53.49
2021-07-05,Germany,56.66
2021-07-05,Greece,48.55
2021-07-05,Hungary,57.23
2021-07-05,Iceland,0.00
2021-07-05,Ireland,53.62
2021-07-05,Israel,64.44
2021-07-05,Italy,58.36
2021-07-05,Japan,28.87
2021-07-05,Latvia,36.34
2021-07-05,Lithuania,46.77
2021-07-05,Luxembourg,55.28
2021-07-05,Mexico,25.34
2021-07-05,Netherlands,0.00
2021-07-05,New Zealand,15.65
2021-07-05,Norway,52.31
2021-07-05,Poland,45.37
2021-07-05,Portugal,56.75
2021-07-05,Slovakia,38.27
2021-07-05,Slovenia,40.02
2021-07-05,South Korea,29.73
2021-07-05,Spain,57.18
2021-07-05,Sweden,0.00
2021-07-05,Switzerland,50.48
2021-07-05,Taiwan,10.82
2021-07-05,Turkey,42.82
2021-07-05,United Kingdom,66.60
2021-07-05,United States,0.00
