Date,Country,VaccinatedRate
2021-02-05,Austria,2.82
2021-02-05,Belgium,3.08
2021-02-05,Canada,2.33
2021-02-05,Chile,3.04
2021-02-05,China,0.00
2021-02-05,Costa Rica,0.00
2021-02-05,Czechia,2.45
2021-02-05,Denmark,3.21
2021-02-05,Estonia,2.66
2021-02-05,Finland,2.97
2021-02-05,France,3.05
2021-02-05,Germany,2.67
2021-02-05,Greece,2.95
2021-02-05,Hungary,2.90
2021-02-05,Iceland,3.69
2021-02-05,Ireland,3.03
2021-02-05,Israel,38.92
2021-02-05,Italy,2.38
2021-02-05,Latvia,0.96
2021-02-05,Lithuania,2.94
2021-02-05,Luxembourg,0.00
2021-02-05,Mexico,0.49
2021-02-05,Netherlands,0.00
2021-02-05,Norway,3.29
2021-02-05,Poland,3.16
2021-02-05,Portugal,3.06
2021-02-05,Slovakia,3.36
2021-02-05,Slovenia,2.71
2021-02-05,Spain,0.00
2021-02-05,Sweden,0.00
2021-02-05,Switzerland,3.91
2021-02-05,Turkey,0.00
2021-02-05,United Kingdom,16.81
2021-02-05,United States,8.68
