tDate,Country,VaccinatedRate
2021-12-11,Australia,78.35
2021-12-11,Austria,71.63
2021-12-11,Belgium,76.27
2021-12-11,Canada,81.68
2021-12-11,Chile,88.57
2021-12-11,China,0.00
2021-12-11,Colombia,77.08
2021-12-11,Costa Rica,0.00
2021-12-11,Czechia,62.84
2021-12-11,Denmark,80.07
2021-12-11,Estonia,62.92
2021-12-11,Finland,0.00
2021-12-11,France,79.96
2021-12-11,Germany,72.04
2021-12-11,Greece,69.68
2021-12-11,Hungary,0.00
2021-12-11,Iceland,0.00
2021-12-11,Ireland,77.75
2021-12-11,Israel,72.84
2021-12-11,Italy,78.87
2021-12-11,Japan,0.00
2021-12-11,Latvia,69.25
2021-12-11,Lithuania,70.26
2021-12-11,Luxembourg,71.61
2021-12-11,Mexico,61.56
2021-12-11,Netherlands,0.00
2021-12-11,New Zealand,81.24
2021-12-11,Norway,77.91
2021-12-11,Poland,56.01
2021-12-11,Portugal,89.04
2021-12-11,Slovakia,49.16
2021-12-11,Slovenia,59.58
2021-12-11,South Korea,82.94
2021-12-11,Spain,0.00
2021-12-11,Sweden,0.00
2021-12-11,Switzerland,67.80
2021-12-11,Taiwan,0.00
2021-12-11,Turkey,66.45
2021-12-11,United Kingdom,75.15
2021-12-11,United States,71.98
