Date,Country,VaccinatedRate
2021-01-14,Austria,0.94
2021-01-14,Belgium,0.81
2021-01-14,Canada,1.17
2021-01-14,Chile,0.07
2021-01-14,China,0.00
2021-01-14,Costa Rica,0.00
2021-01-14,Czechia,0.95
2021-01-14,Denmark,2.45
2021-01-14,Estonia,1.25
2021-01-14,Finland,0.00
2021-01-14,France,0.53
2021-01-14,Germany,1.20
2021-01-14,Greece,0.68
2021-01-14,Hungary,0.00
2021-01-14,Iceland,0.00
2021-01-14,Ireland,0.00
2021-01-14,Israel,23.66
2021-01-14,Italy,1.71
2021-01-14,Latvia,0.72
2021-01-14,Lithuania,1.59
2021-01-14,Luxembourg,0.51
2021-01-14,Mexico,0.25
2021-01-14,Netherlands,0.00
2021-01-14,Norway,0.85
2021-01-14,Poland,1.09
2021-01-14,Portugal,1.18
2021-01-14,Slovakia,1.00
2021-01-14,Slovenia,2.12
2021-01-14,Spain,1.45
2021-01-14,Sweden,0.00
2021-01-14,Switzerland,0.83
2021-01-14,Turkey,0.00
2021-01-14,United Kingdom,4.74
2021-01-14,United States,2.91
