Date,Country,VaccinatedRate
2021-09-14,Australia,54.90
2021-09-14,Austria,62.18
2021-09-14,Belgium,73.14
2021-09-14,Canada,74.73
2021-09-14,Chile,75.96
2021-09-14,China,0.00
2021-09-14,Colombia,48.25
2021-09-14,Czechia,56.18
2021-09-14,Denmark,76.32
2021-09-14,Estonia,56.06
2021-09-14,Finland,73.57
2021-09-14,France,75.87
2021-09-14,Germany,66.17
2021-09-14,Greece,60.75
2021-09-14,Hungary,60.69
2021-09-14,Iceland,81.75
2021-09-14,Ireland,75.06
2021-09-14,Israel,68.88
2021-09-14,Italy,72.77
2021-09-14,Japan,64.70
2021-09-14,Latvia,47.11
2021-09-14,Lithuania,63.53
2021-09-14,Mexico,47.14
2021-09-14,Netherlands,0.00
2021-09-14,New Zealand,60.44
2021-09-14,Norway,73.12
2021-09-14,Poland,51.76
2021-09-14,Portugal,87.01
2021-09-14,Slovakia,44.18
2021-09-14,Slovenia,50.26
2021-09-14,South Korea,66.79
2021-09-14,Spain,79.80
2021-09-14,Sweden,69.27
2021-09-14,Switzerland,59.92
2021-09-14,Taiwan,47.97
2021-09-14,Turkey,61.12
2021-09-14,United Kingdom,71.08
2021-09-14,United States,63.07
