tDate,Country,VaccinatedRate
2021-10-30,Australia,73.79
2021-10-30,Austria,65.29
2021-10-30,Belgium,74.92
2021-10-30,Canada,78.38
2021-10-30,Chile,85.84
2021-10-30,China,0.00
2021-10-30,Colombia,58.69
2021-10-30,Costa Rica,0.00
2021-10-30,Czechia,58.06
2021-10-30,Denmark,77.06
2021-10-30,Estonia,60.01
2021-10-30,Finland,76.19
2021-10-30,France,78.33
2021-10-30,Germany,68.81
2021-10-30,Greece,64.01
2021-10-30,Hungary,0.00
2021-10-30,Iceland,0.00
2021-10-30,Ireland,76.59
2021-10-30,Israel,70.94
2021-10-30,Italy,77.24
2021-10-30,Japan,0.00
2021-10-30,Latvia,62.14
2021-10-30,Lithuania,67.34
2021-10-30,Luxembourg,69.44
2021-10-30,Mexico,57.24
2021-10-30,Netherlands,0.00
2021-10-30,New Zealand,76.22
2021-10-30,Norway,76.93
2021-10-30,Poland,0.00
2021-10-30,Portugal,0.00
2021-10-30,Slovakia,45.95
2021-10-30,Slovenia,57.17
2021-10-30,South Korea,79.40
2021-10-30,Spain,81.37
2021-10-30,Sweden,0.00
2021-10-30,Switzerland,65.66
2021-10-30,Taiwan,0.00
2021-10-30,Turkey,65.12
2021-10-30,United Kingdom,73.25
2021-10-30,United States,66.74
