tDate,Country,VaccinatedRate
2022-01-07,Australia,79.56
2022-01-07,Austria,73.52
2022-01-07,Belgium,76.75
2022-01-07,Canada,83.72
2022-01-07,Chile,90.55
2022-01-07,China,87.40
2022-01-07,Colombia,0.00
2022-01-07,Costa Rica,0.00
2022-01-07,Czechia,63.91
2022-01-07,Denmark,82.96
2022-01-07,Estonia,63.85
2022-01-07,Finland,0.00
2022-01-07,France,81.23
2022-01-07,Germany,73.93
2022-01-07,Greece,72.56
2022-01-07,Hungary,0.00
2022-01-07,Iceland,0.00
2022-01-07,Ireland,78.50
2022-01-07,Israel,75.33
2022-01-07,Italy,80.78
2022-01-07,Japan,0.00
2022-01-07,Latvia,70.75
2022-01-07,Lithuania,71.64
2022-01-07,Luxembourg,73.70
2022-01-07,Netherlands,0.00
2022-01-07,New Zealand,81.87
2022-01-07,Norway,78.53
2022-01-07,Poland,57.73
2022-01-07,Portugal,91.57
2022-01-07,Slovakia,0.00
2022-01-07,Slovenia,60.31
2022-01-07,South Korea,85.58
2022-01-07,Spain,0.00
2022-01-07,Sweden,76.49
2022-01-07,Switzerland,68.78
2022-01-07,Taiwan,78.67
2022-01-07,Turkey,67.11
2022-01-07,United Kingdom,76.12
2022-01-07,United States,74.22
