Date,Country,VaccinatedRate
2021-02-25,Australia,0.07
2021-02-25,Austria,4.41
2021-02-25,Belgium,4.30
2021-02-25,Canada,3.19
2021-02-25,Chile,16.80
2021-02-25,China,0.00
2021-02-25,Colombia,0.00
2021-02-25,Costa Rica,0.00
2021-02-25,Czechia,3.74
2021-02-25,Denmark,6.33
2021-02-25,Estonia,5.45
2021-02-25,Finland,5.76
2021-02-25,France,4.48
2021-02-25,Germany,4.51
2021-02-25,Greece,5.21
2021-02-25,Hungary,5.41
2021-02-25,Iceland,5.56
2021-02-25,Ireland,5.45
2021-02-25,Israel,52.72
2021-02-25,Italy,4.43
2021-02-25,Japan,0.02
2021-02-25,Latvia,2.26
2021-02-25,Lithuania,5.80
2021-02-25,Luxembourg,4.11
2021-02-25,Mexico,1.20
2021-02-25,Netherlands,0.00
2021-02-25,New Zealand,0.06
2021-02-25,Norway,6.06
2021-02-25,Poland,0.00
2021-02-25,Portugal,5.20
2021-02-25,Slovakia,5.46
2021-02-25,Slovenia,5.60
2021-02-25,Spain,5.05
2021-02-25,Sweden,0.00
2021-02-25,Switzerland,5.87
2021-02-25,Turkey,7.74
2021-02-25,United Kingdom,28.12
2021-02-25,United States,13.84
