tDate,Country,VaccinatedRate
2022-08-23,Australia,86.94
2022-08-23,Austria,76.11
2022-08-23,Canada,86.42
2022-08-23,Chile,93.96
2022-08-23,China,0.00
2022-08-23,Czechia,65.01
2022-08-23,Denmark,82.92
2022-08-23,Finland,0.00
2022-08-23,France,83.36
2022-08-23,Germany,77.18
2022-08-23,Greece,76.42
2022-08-23,Hungary,66.59
2022-08-23,Israel,76.41
2022-08-23,Italy,84.19
2022-08-23,Japan,82.55
2022-08-23,Lithuania,72.65
2022-08-23,New Zealand,88.39
2022-08-23,Norway,79.48
2022-08-23,Poland,60.23
2022-08-23,South Korea,87.03
2022-08-23,Taiwan,89.83
2022-08-23,Turkey,68.09
