Date,Country,VaccinatedRate
2021-05-12,Australia,0.00
2021-05-12,Austria,31.89
2021-05-12,Belgium,32.96
2021-05-12,Canada,40.97
2021-05-12,Chile,46.36
2021-05-12,China,0.00
2021-05-12,Colombia,8.27
2021-05-12,Costa Rica,0.00
2021-05-12,Czechia,26.76
2021-05-12,Denmark,27.20
2021-05-12,Estonia,29.05
2021-05-12,Finland,0.00
2021-05-12,France,29.52
2021-05-12,Germany,35.39
2021-05-12,Greece,25.22
2021-05-12,Hungary,45.89
2021-05-12,Iceland,42.16
2021-05-12,Ireland,0.00
2021-05-12,Israel,61.77
2021-05-12,Italy,29.74
2021-05-12,Japan,3.75
2021-05-12,Latvia,21.37
2021-05-12,Lithuania,31.03
2021-05-12,Luxembourg,0.00
2021-05-12,Mexico,11.26
2021-05-12,Netherlands,0.00
2021-05-12,New Zealand,5.80
2021-05-12,Norway,28.79
2021-05-12,Poland,0.00
2021-05-12,Portugal,30.35
2021-05-12,Slovakia,24.23
2021-05-12,Slovenia,24.83
2021-05-12,South Korea,7.17
2021-05-12,Spain,31.14
2021-05-12,Sweden,0.00
2021-05-12,Switzerland,26.56
2021-05-12,Taiwan,0.54
2021-05-12,Turkey,17.30
2021-05-12,United Kingdom,52.64
2021-05-12,United States,46.25
