Date,Country,VaccinatedRate
2021-02-14,Austria,3.17
2021-02-14,Belgium,3.37
2021-02-14,Canada,2.55
2021-02-14,Chile,9.74
2021-02-14,China,0.00
2021-02-14,Costa Rica,0.00
2021-02-14,Czechia,2.75
2021-02-14,Denmark,3.94
2021-02-14,Estonia,3.47
2021-02-14,Finland,3.78
2021-02-14,France,3.66
2021-02-14,Germany,3.29
2021-02-14,Greece,0.00
2021-02-14,Hungary,3.49
2021-02-14,Iceland,0.00
2021-02-14,Ireland,3.62
2021-02-14,Israel,44.53
2021-02-14,Italy,2.91
2021-02-14,Latvia,1.14
2021-02-14,Lithuania,3.70
2021-02-14,Luxembourg,2.72
2021-02-14,Mexico,0.00
2021-02-14,Netherlands,4.04
2021-02-14,Norway,4.40
2021-02-14,Poland,3.91
2021-02-14,Portugal,3.52
2021-02-14,Slovakia,4.33
2021-02-14,Slovenia,3.55
2021-02-14,Spain,3.19
2021-02-14,Sweden,3.84
2021-02-14,Switzerland,4.82
2021-02-14,Turkey,3.92
2021-02-14,United Kingdom,22.43
2021-02-14,United States,11.50
