Date,Country,VaccinatedRate
2021-11-23,Australia,77.02
2021-11-23,Austria,69.24
2021-11-23,Belgium,75.78
2021-11-23,Canada,79.28
2021-11-23,Chile,87.52
2021-11-23,China,0.00
2021-11-23,Colombia,69.67
2021-11-23,Czechia,61.14
2021-11-23,Denmark,78.23
2021-11-23,Estonia,62.15
2021-11-23,Finland,76.99
2021-11-23,France,79.16
2021-11-23,Germany,70.08
2021-11-23,Greece,66.91
2021-11-23,Hungary,62.87
2021-11-23,Iceland,83.00
2021-11-23,Ireland,77.26
2021-11-23,Israel,71.42
2021-11-23,Italy,77.88
2021-11-23,Japan,79.02
2021-11-23,Latvia,67.50
2021-11-23,Lithuania,69.03
2021-11-23,Mexico,0.00
2021-11-23,Netherlands,0.00
2021-11-23,New Zealand,79.28
2021-11-23,Norway,77.43
2021-11-23,Poland,54.69
2021-11-23,Portugal,0.00
2021-11-23,Slovakia,47.76
2021-11-23,Slovenia,58.89
2021-11-23,South Korea,81.68
2021-11-23,Spain,81.86
2021-11-23,Sweden,71.84
2021-11-23,Switzerland,66.82
2021-11-23,Taiwan,75.82
2021-11-23,Turkey,65.96
2021-11-23,United Kingdom,74.52
2021-11-23,United States,69.50
