tDate,Country,VaccinatedRate
2022-02-12,Australia,84.95
2022-02-12,Belgium,79.01
2022-02-12,Canada,0.00
2022-02-12,Chile,92.12
2022-02-12,China,0.00
2022-02-12,Colombia,79.79
2022-02-12,Costa Rica,0.00
2022-02-12,Czechia,64.66
2022-02-12,Denmark,83.34
2022-02-12,Estonia,64.60
2022-02-12,Finland,80.46
2022-02-12,France,82.41
2022-02-12,Germany,75.44
2022-02-12,Greece,75.40
2022-02-12,Hungary,0.00
2022-02-12,Iceland,0.00
2022-02-12,Ireland,81.03
2022-02-12,Israel,76.18
2022-02-12,Italy,83.66
2022-02-12,Japan,0.00
2022-02-12,Latvia,71.81
2022-02-12,Lithuania,72.30
2022-02-12,Luxembourg,75.27
2022-02-12,Mexico,64.53
2022-02-12,Netherlands,78.28
2022-02-12,New Zealand,0.00
2022-02-12,Norway,79.13
2022-02-12,Poland,59.39
2022-02-12,Portugal,0.00
2022-02-12,Slovakia,0.00
2022-02-12,Slovenia,60.75
2022-02-12,South Korea,86.33
2022-02-12,Spain,0.00
2022-02-12,Sweden,0.00
2022-02-12,Switzerland,69.69
2022-02-12,Taiwan,0.00
2022-02-12,Turkey,67.68
2022-02-12,United Kingdom,76.98
2022-02-12,United States,75.80
