Date,Country,VaccinatedRate
2021-05-31,Australia,14.52
2021-05-31,Austria,40.63
2021-05-31,Belgium,40.60
2021-05-31,Canada,57.22
2021-05-31,Chile,55.84
2021-05-31,China,0.00
2021-05-31,Colombia,13.26
2021-05-31,Costa Rica,0.00
2021-05-31,Czechia,36.43
2021-05-31,Denmark,37.19
2021-05-31,Estonia,35.67
2021-05-31,Finland,44.27
2021-05-31,France,39.98
2021-05-31,Germany,42.95
2021-05-31,Greece,35.18
2021-05-31,Hungary,53.73
2021-05-31,Iceland,0.00
2021-05-31,Ireland,0.00
2021-05-31,Israel,62.03
2021-05-31,Italy,39.31
2021-05-31,Japan,10.03
2021-05-31,Latvia,29.14
2021-05-31,Lithuania,37.91
2021-05-31,Luxembourg,35.92
2021-05-31,Mexico,16.73
2021-05-31,Netherlands,0.00
2021-05-31,New Zealand,8.69
2021-05-31,Norway,30.44
2021-05-31,Poland,36.27
2021-05-31,Portugal,38.25
2021-05-31,Slovakia,31.99
2021-05-31,Slovenia,32.09
2021-05-31,South Korea,11.19
2021-05-31,Spain,38.89
2021-05-31,Sweden,0.00
2021-05-31,Switzerland,35.42
2021-05-31,Taiwan,0.00
2021-05-31,Turkey,19.55
2021-05-31,United Kingdom,57.88
2021-05-31,United States,0.00
