Date,Country,VaccinatedRate
2022-02-02,Australia,84.30
2022-02-02,Austria,0.00
2022-02-02,Belgium,78.72
2022-02-02,Canada,85.01
2022-02-02,Chile,91.79
2022-02-02,China,0.00
2022-02-02,Czechia,64.61
2022-02-02,Denmark,83.35
2022-02-02,Estonia,64.51
2022-02-02,Finland,79.15
2022-02-02,France,82.25
2022-02-02,Germany,75.20
2022-02-02,Greece,74.95
2022-02-02,Hungary,66.08
2022-02-02,Iceland,0.00
2022-02-02,Ireland,80.72
2022-02-02,Israel,76.13
2022-02-02,Italy,83.28
2022-02-02,Japan,80.41
2022-02-02,Latvia,71.68
2022-02-02,Lithuania,72.24
2022-02-02,Mexico,64.24
2022-02-02,New Zealand,0.00
2022-02-02,Norway,79.00
2022-02-02,Poland,59.13
2022-02-02,Portugal,94.30
2022-02-02,Slovenia,60.68
2022-02-02,South Korea,86.15
2022-02-02,Spain,87.57
2022-02-02,Sweden,76.56
2022-02-02,Switzerland,69.68
2022-02-02,Turkey,67.56
2022-02-02,United Kingdom,76.80
2022-02-02,United States,75.27
