Date,Country,VaccinatedRate
2022-08-11,Australia,86.90
2022-08-11,Austria,76.10
2022-08-11,Chile,93.92
2022-08-11,China,0.00
2022-08-11,Czechia,65.00
2022-08-11,Denmark,82.96
2022-08-11,France,83.35
2022-08-11,Germany,77.16
2022-08-11,Greece,76.41
2022-08-11,Israel,76.40
2022-08-11,Italy,84.19
2022-08-11,Japan,82.50
2022-08-11,Lithuania,72.64
2022-08-11,Norway,79.47
2022-08-11,Poland,60.21
2022-08-11,South Korea,87.02
2022-08-11,Sweden,77.20
2022-08-11,Taiwan,89.54
2022-08-11,Turkey,68.08
