tDate,Country,VaccinatedRate
2022-06-11,Australia,0.00
2022-06-11,Austria,0.00
2022-06-11,Belgium,79.49
2022-06-11,Canada,86.04
2022-06-11,Chile,93.60
2022-06-11,China,0.00
2022-06-11,Czechia,64.94
2022-06-11,Denmark,83.13
2022-06-11,Estonia,65.09
2022-06-11,Finland,0.00
2022-06-11,France,83.19
2022-06-11,Germany,76.95
2022-06-11,Greece,76.34
2022-06-11,Hungary,0.00
2022-06-11,Ireland,82.05
2022-06-11,Israel,76.34
2022-06-11,Italy,84.14
2022-06-11,Japan,82.25
2022-06-11,Latvia,72.08
2022-06-11,Lithuania,72.57
2022-06-11,Luxembourg,75.79
2022-06-11,Netherlands,74.56
2022-06-11,New Zealand,88.29
2022-06-11,Norway,79.41
2022-06-11,Poland,60.13
2022-06-11,Slovakia,0.00
2022-06-11,Slovenia,0.00
2022-06-11,South Korea,86.95
2022-06-11,Sweden,0.00
2022-06-11,Switzerland,69.83
2022-06-11,Taiwan,0.00
2022-06-11,Turkey,0.00
2022-06-11,United States,77.84
