Date,Country,VaccinatedRate
2022-06-20,Australia,86.63
2022-06-20,Canada,86.07
2022-06-20,Chile,93.65
2022-06-20,China,0.00
2022-06-20,Czechia,64.94
2022-06-20,Denmark,83.13
2022-06-20,Estonia,65.12
2022-06-20,France,83.21
2022-06-20,Germany,76.96
2022-06-20,Greece,76.35
2022-06-20,Hungary,0.00
2022-06-20,Israel,76.35
2022-06-20,Italy,84.15
2022-06-20,Japan,82.28
2022-06-20,Latvia,72.09
2022-06-20,Lithuania,72.58
2022-06-20,New Zealand,88.30
2022-06-20,Norway,79.42
2022-06-20,Poland,60.14
2022-06-20,Slovenia,60.89
2022-06-20,South Korea,86.96
2022-06-20,Switzerland,69.84
2022-06-20,Taiwan,88.67
2022-06-20,Turkey,68.03
