Date,Country,VaccinatedRate
2021-05-18,Australia,0.00
2021-05-18,Austria,34.44
2021-05-18,Belgium,35.58
2021-05-18,Canada,46.33
2021-05-18,Chile,48.77
2021-05-18,China,0.00
2021-05-18,Colombia,9.28
2021-05-18,Costa Rica,0.00
2021-05-18,Czechia,30.16
2021-05-18,Denmark,29.54
2021-05-18,Estonia,31.15
2021-05-18,Finland,0.00
2021-05-18,France,32.86
2021-05-18,Germany,37.88
2021-05-18,Greece,28.01
2021-05-18,Hungary,49.73
2021-05-18,Iceland,44.44
2021-05-18,Ireland,0.00
2021-05-18,Israel,61.83
2021-05-18,Italy,32.87
2021-05-18,Japan,4.93
2021-05-18,Latvia,24.45
2021-05-18,Lithuania,33.19
2021-05-18,Luxembourg,33.00
2021-05-18,Mexico,0.00
2021-05-18,Netherlands,0.00
2021-05-18,New Zealand,6.64
2021-05-18,Norway,29.38
2021-05-18,Poland,31.40
2021-05-18,Portugal,32.73
2021-05-18,Slovakia,26.70
2021-05-18,Slovenia,27.57
2021-05-18,South Korea,7.26
2021-05-18,Spain,33.67
2021-05-18,Sweden,0.00
2021-05-18,Switzerland,29.09
2021-05-18,Taiwan,1.03
2021-05-18,Turkey,17.88
2021-05-18,United Kingdom,54.23
2021-05-18,United States,47.57
