Date,Country,VaccinatedRate
2021-02-26,Australia,0.10
2021-02-26,Austria,4.68
2021-02-26,Belgium,4.52
2021-02-26,Canada,3.33
2021-02-26,Chile,17.21
2021-02-26,China,0.00
2021-02-26,Colombia,0.00
2021-02-26,Costa Rica,0.00
2021-02-26,Czechia,3.89
2021-02-26,Denmark,6.95
2021-02-26,Estonia,5.84
2021-02-26,Finland,6.26
2021-02-26,France,4.66
2021-02-26,Germany,4.68
2021-02-26,Greece,5.36
2021-02-26,Hungary,5.85
2021-02-26,Iceland,5.71
2021-02-26,Ireland,5.74
2021-02-26,Israel,53.01
2021-02-26,Italy,4.63
2021-02-26,Japan,0.02
2021-02-26,Latvia,2.44
2021-02-26,Lithuania,6.13
2021-02-26,Luxembourg,0.00
2021-02-26,Mexico,1.31
2021-02-26,Netherlands,0.00
2021-02-26,New Zealand,0.09
2021-02-26,Norway,6.21
2021-02-26,Poland,5.56
2021-02-26,Portugal,5.61
2021-02-26,Slovakia,5.53
2021-02-26,Slovenia,5.95
2021-02-26,South Korea,0.04
2021-02-26,Spain,0.00
2021-02-26,Sweden,0.00
2021-02-26,Switzerland,5.96
2021-02-26,Turkey,7.93
2021-02-26,United Kingdom,28.86
2021-02-26,United States,14.17
