Date,Country,VaccinatedRate
2021-04-26,Australia,0.00
2021-04-26,Austria,23.56
2021-04-26,Belgium,24.28
2021-04-26,Canada,29.63
2021-04-26,Chile,41.66
2021-04-26,China,0.00
2021-04-26,Colombia,0.00
2021-04-26,Costa Rica,10.48
2021-04-26,Czechia,18.18
2021-04-26,Denmark,21.44
2021-04-26,Estonia,23.61
2021-04-26,Finland,0.00
2021-04-26,France,22.31
2021-04-26,Germany,23.80
2021-04-26,Greece,19.59
2021-04-26,Hungary,38.19
2021-04-26,Iceland,0.00
2021-04-26,Ireland,20.36
2021-04-26,Israel,61.28
2021-04-26,Italy,21.60
2021-04-26,Japan,1.95
2021-04-26,Latvia,14.18
2021-04-26,Lithuania,23.76
2021-04-26,Luxembourg,20.77
2021-04-26,Mexico,9.29
2021-04-26,Netherlands,0.00
2021-04-26,New Zealand,3.53
2021-04-26,Norway,22.74
2021-04-26,Poland,0.00
2021-04-26,Portugal,22.07
2021-04-26,Slovakia,19.15
2021-04-26,Slovenia,19.85
2021-04-26,South Korea,4.66
2021-04-26,Spain,23.56
2021-04-26,Sweden,0.00
2021-04-26,Switzerland,18.29
2021-04-26,Taiwan,0.19
2021-04-26,Turkey,15.62
2021-04-26,United Kingdom,49.62
2021-04-26,United States,42.34
