Date,Country,VaccinatedRate
2021-07-30,Australia,32.09
2021-07-30,Austria,58.54
2021-07-30,Belgium,69.07
2021-07-30,Canada,70.82
2021-07-30,Chile,71.98
2021-07-30,China,0.00
2021-07-30,Colombia,0.00
2021-07-30,Czechia,52.57
2021-07-30,Denmark,72.21
2021-07-30,Estonia,48.07
2021-07-30,Finland,66.46
2021-07-30,France,64.50
2021-07-30,Germany,61.16
2021-07-30,Greece,54.87
2021-07-30,Iceland,78.37
2021-07-30,Ireland,66.08
2021-07-30,Israel,65.80
2021-07-30,Italy,63.41
2021-07-30,Japan,40.25
2021-07-30,Latvia,41.11
2021-07-30,Lithuania,52.47
2021-07-30,Luxembourg,61.82
2021-07-30,Mexico,35.98
2021-07-30,Netherlands,0.00
2021-07-30,New Zealand,23.64
2021-07-30,Norway,65.79
2021-07-30,Poland,48.38
2021-07-30,Portugal,68.67
2021-07-30,Slovakia,41.54
2021-07-30,Slovenia,44.25
2021-07-30,South Korea,37.11
2021-07-30,Spain,0.00
2021-07-30,Sweden,62.92
2021-07-30,Switzerland,53.56
2021-07-30,Taiwan,32.31
2021-07-30,Turkey,48.13
2021-07-30,United Kingdom,68.58
2021-07-30,United States,57.22
