Date,Country,VaccinatedRate
2021-04-12,Australia,0.00
2021-04-12,Austria,17.31
2021-04-12,Belgium,17.28
2021-04-12,Canada,19.74
2021-04-12,Chile,38.83
2021-04-12,China,0.00
2021-04-12,Colombia,4.41
2021-04-12,Costa Rica,6.89
2021-04-12,Czechia,13.37
2021-04-12,Denmark,16.66
2021-04-12,Estonia,19.65
2021-04-12,Finland,20.44
2021-04-12,France,17.31
2021-04-12,Germany,16.28
2021-04-12,Greece,14.28
2021-04-12,Hungary,30.82
2021-04-12,Iceland,17.80
2021-04-12,Ireland,15.23
2021-04-12,Israel,60.62
2021-04-12,Italy,15.84
2021-04-12,Japan,0.90
2021-04-12,Latvia,10.20
2021-04-12,Lithuania,18.44
2021-04-12,Luxembourg,15.75
2021-04-12,Mexico,7.58
2021-04-12,Netherlands,0.00
2021-04-12,New Zealand,2.07
2021-04-12,Norway,16.30
2021-04-12,Poland,15.00
2021-04-12,Portugal,15.81
2021-04-12,Slovakia,16.15
2021-04-12,Slovenia,16.48
2021-04-12,South Korea,2.31
2021-04-12,Spain,16.42
2021-04-12,Sweden,0.00
2021-04-12,Switzerland,12.92
2021-04-12,Taiwan,0.11
2021-04-12,Turkey,13.06
2021-04-12,United Kingdom,47.28
2021-04-12,United States,36.30
