tDate,Country,VaccinatedRate
2022-06-08,Australia,86.59
2022-06-08,Belgium,79.48
2022-06-08,Canada,86.02
2022-06-08,Chile,93.57
2022-06-08,China,0.00
2022-06-08,Czechia,64.93
2022-06-08,Denmark,83.14
2022-06-08,Finland,0.00
2022-06-08,France,83.17
2022-06-08,Germany,76.94
2022-06-08,Greece,76.34
2022-06-08,Ireland,82.04
2022-06-08,Israel,76.34
2022-06-08,Italy,84.14
2022-06-08,Japan,82.23
2022-06-08,Lithuania,72.57
2022-06-08,Luxembourg,75.79
2022-06-08,New Zealand,0.00
2022-06-08,Norway,79.40
2022-06-08,Poland,60.13
2022-06-08,Slovenia,60.88
2022-06-08,South Korea,86.95
2022-06-08,Spain,88.23
2022-06-08,Sweden,0.00
2022-06-08,Taiwan,88.22
2022-06-08,Turkey,0.00
2022-06-08,United States,77.78
