Date,Country,VaccinatedRate
2021-08-31,Australia,47.28
2021-08-31,Austria,60.91
2021-08-31,Belgium,72.45
2021-08-31,Canada,73.36
2021-08-31,Chile,75.08
2021-08-31,China,0.00
2021-08-31,Colombia,46.03
2021-08-31,Czechia,55.46
2021-08-31,Denmark,75.84
2021-08-31,Estonia,54.92
2021-08-31,Finland,72.50
2021-08-31,France,74.20
2021-08-31,Germany,64.75
2021-08-31,Greece,58.40
2021-08-31,Hungary,59.91
2021-08-31,Iceland,81.36
2021-08-31,Ireland,74.02
2021-08-31,Israel,68.12
2021-08-31,Italy,70.65
2021-08-31,Japan,57.43
2021-08-31,Latvia,46.11
2021-08-31,Lithuania,61.71
2021-08-31,Luxembourg,64.15
2021-08-31,Mexico,44.53
2021-08-31,Netherlands,0.00
2021-08-31,New Zealand,47.12
2021-08-31,Norway,70.78
2021-08-31,Poland,51.02
2021-08-31,Portugal,84.96
2021-08-31,Slovakia,43.83
2021-08-31,Slovenia,47.75
2021-08-31,South Korea,56.50
2021-08-31,Spain,78.15
2021-08-31,Sweden,67.86
2021-08-31,Switzerland,57.16
2021-08-31,Taiwan,42.08
2021-08-31,Turkey,56.76
2021-08-31,United Kingdom,70.50
2021-08-31,United States,61.59
