Date,Country,VaccinatedRate
2021-02-04,Austria,2.77
2021-02-04,Belgium,3.01
2021-02-04,Canada,2.31
2021-02-04,Chile,2.16
2021-02-04,China,0.00
2021-02-04,Costa Rica,0.00
2021-02-04,Czechia,2.40
2021-02-04,Denmark,3.18
2021-02-04,Estonia,2.55
2021-02-04,Finland,2.88
2021-02-04,France,2.95
2021-02-04,Germany,2.58
2021-02-04,Greece,2.81
2021-02-04,Hungary,2.75
2021-02-04,Iceland,0.00
2021-02-04,Ireland,0.00
2021-02-04,Israel,38.54
2021-02-04,Italy,2.35
2021-02-04,Latvia,0.95
2021-02-04,Lithuania,2.91
2021-02-04,Luxembourg,2.09
2021-02-04,Mexico,0.49
2021-02-04,Netherlands,0.00
2021-02-04,Norway,3.09
2021-02-04,Poland,3.10
2021-02-04,Portugal,3.01
2021-02-04,Slovakia,3.21
2021-02-04,Slovenia,2.69
2021-02-04,Spain,2.79
2021-02-04,Sweden,0.00
2021-02-04,Switzerland,3.77
2021-02-04,Turkey,0.00
2021-02-04,United Kingdom,16.08
2021-02-04,United States,8.38
