tDate,Country,VaccinatedRate
2022-06-04,Australia,0.00
2022-06-04,Belgium,79.48
2022-06-04,Canada,85.99
2022-06-04,Chile,93.54
2022-06-04,China,89.38
2022-06-04,Czechia,64.93
2022-06-04,Denmark,83.14
2022-06-04,Estonia,65.07
2022-06-04,Finland,0.00
2022-06-04,France,83.17
2022-06-04,Germany,76.94
2022-06-04,Greece,76.33
2022-06-04,Hungary,0.00
2022-06-04,Ireland,82.03
2022-06-04,Israel,76.34
2022-06-04,Italy,84.13
2022-06-04,Japan,82.21
2022-06-04,Latvia,72.08
2022-06-04,Lithuania,72.56
2022-06-04,Luxembourg,75.78
2022-06-04,New Zealand,88.28
2022-06-04,Norway,79.39
2022-06-04,Poland,60.12
2022-06-04,Slovakia,0.00
2022-06-04,Slovenia,60.88
2022-06-04,South Korea,86.95
2022-06-04,Switzerland,69.83
2022-06-04,Taiwan,0.00
2022-06-04,United States,77.73
