Date,Country,VaccinatedRate
2021-06-08,Australia,17.72
2021-06-08,Austria,44.62
2021-06-08,Belgium,45.92
2021-06-08,Canada,62.18
2021-06-08,Chile,59.19
2021-06-08,China,0.00
2021-06-08,Colombia,16.47
2021-06-08,Costa Rica,0.00
2021-06-08,Czechia,40.45
2021-06-08,Denmark,42.90
2021-06-08,Estonia,38.31
2021-06-08,Finland,48.05
2021-06-08,France,44.41
2021-06-08,Germany,46.07
2021-06-08,Greece,39.18
2021-06-08,Hungary,54.98
2021-06-08,Iceland,0.00
2021-06-08,Ireland,0.00
2021-06-08,Israel,62.23
2021-06-08,Italy,45.11
2021-06-08,Japan,14.44
2021-06-08,Latvia,31.27
2021-06-08,Lithuania,42.16
2021-06-08,Luxembourg,40.03
2021-06-08,Mexico,18.86
2021-06-08,Netherlands,0.00
2021-06-08,New Zealand,10.29
2021-06-08,Norway,34.26
2021-06-08,Poland,39.28
2021-06-08,Portugal,41.59
2021-06-08,Slovakia,34.00
2021-06-08,Slovenia,35.35
2021-06-08,South Korea,17.84
2021-06-08,Spain,43.44
2021-06-08,Sweden,0.00
2021-06-08,Switzerland,40.00
2021-06-08,Taiwan,3.12
2021-06-08,Turkey,21.45
2021-06-08,United Kingdom,59.69
2021-06-08,United States,51.58
