Date,Country,VaccinatedRate
2021-09-21,Australia,59.17
2021-09-21,Austria,62.68
2021-09-21,Belgium,73.45
2021-09-21,Canada,75.67
2021-09-21,Chile,77.07
2021-09-21,China,0.00
2021-09-21,Colombia,0.00
2021-09-21,Czechia,56.45
2021-09-21,Denmark,76.48
2021-09-21,Estonia,56.59
2021-09-21,Finland,74.06
2021-09-21,France,76.40
2021-09-21,Germany,66.79
2021-09-21,Greece,61.56
2021-09-21,Hungary,60.89
2021-09-21,Iceland,81.92
2021-09-21,Ireland,75.38
2021-09-21,Israel,69.10
2021-09-21,Italy,73.66
2021-09-21,Japan,67.54
2021-09-21,Latvia,47.73
2021-09-21,Mexico,48.13
2021-09-21,Netherlands,0.00
2021-09-21,New Zealand,64.73
2021-09-21,Norway,74.94
2021-09-21,Poland,52.06
2021-09-21,Portugal,87.53
2021-09-21,Slovakia,44.48
2021-09-21,Slovenia,52.87
2021-09-21,South Korea,70.52
2021-09-21,Spain,80.24
2021-09-21,Sweden,69.83
2021-09-21,Switzerland,62.06
2021-09-21,Taiwan,49.00
2021-09-21,Turkey,62.27
2021-09-21,United Kingdom,71.32
2021-09-21,United States,63.76
