tDate,Country,VaccinatedRate
2021-06-22,Australia,21.84
2021-06-22,Austria,50.41
2021-06-22,Belgium,56.22
2021-06-22,Canada,66.33
2021-06-22,Chile,63.81
2021-06-22,China,0.00
2021-06-22,Colombia,20.47
2021-06-22,Costa Rica,29.89
2021-06-22,Czechia,45.42
2021-06-22,Denmark,53.52
2021-06-22,Estonia,41.40
2021-06-22,Finland,0.00
2021-06-22,France,50.11
2021-06-22,Germany,51.65
2021-06-22,Greece,44.03
2021-06-22,Hungary,56.38
2021-06-22,Iceland,69.98
2021-06-22,Ireland,0.00
2021-06-22,Israel,62.66
2021-06-22,Italy,53.39
2021-06-22,Japan,21.98
2021-06-22,Latvia,34.48
2021-06-22,Lithuania,45.28
2021-06-22,Luxembourg,0.00
2021-06-22,Mexico,21.95
2021-06-22,Netherlands,0.00
2021-06-22,New Zealand,13.14
2021-06-22,Norway,41.19
2021-06-22,Poland,43.13
2021-06-22,Portugal,48.74
2021-06-22,Slovakia,36.22
2021-06-22,Slovenia,38.77
2021-06-22,South Korea,29.20
2021-06-22,Spain,50.85
2021-06-22,Sweden,0.00
2021-06-22,Switzerland,47.26
2021-06-22,Taiwan,6.93
2021-06-22,Turkey,34.64
2021-06-22,United Kingdom,63.70
2021-06-22,United States,53.36
