tDate,Country,VaccinatedRate
2022-04-07,Australia,86.21
2022-04-07,Austria,0.00
2022-04-07,Belgium,79.38
2022-04-07,Canada,86.18
2022-04-07,Chile,93.11
2022-04-07,China,0.00
2022-04-07,Colombia,82.10
2022-04-07,Costa Rica,0.00
2022-04-07,Czechia,64.84
2022-04-07,Denmark,83.24
2022-04-07,Estonia,64.87
2022-04-07,France,82.57
2022-04-07,Germany,75.93
2022-04-07,Greece,76.21
2022-04-07,Hungary,66.47
2022-04-07,Ireland,81.75
2022-04-07,Israel,76.28
2022-04-07,Italy,84.05
2022-04-07,Japan,81.51
2022-04-07,Latvia,71.99
2022-04-07,Lithuania,72.47
2022-04-07,Luxembourg,75.68
2022-04-07,New Zealand,88.17
2022-04-07,Norway,79.28
2022-04-07,Poland,59.83
2022-04-07,Slovakia,0.00
2022-04-07,Slovenia,60.85
2022-04-07,South Korea,86.81
2022-04-07,Sweden,76.98
2022-04-07,Switzerland,69.75
2022-04-07,Taiwan,81.67
2022-04-07,Turkey,67.96
2022-04-07,United Kingdom,77.52
2022-04-07,United States,76.97
