Date,Country,VaccinatedRate
2021-07-31,Australia,32.47
2021-07-31,Austria,58.61
2021-07-31,Belgium,69.21
2021-07-31,Canada,70.88
2021-07-31,Chile,71.98
2021-07-31,China,0.00
2021-07-31,Colombia,34.72
2021-07-31,Czechia,52.65
2021-07-31,Denmark,72.32
2021-07-31,Estonia,48.22
2021-07-31,Finland,0.00
2021-07-31,France,64.93
2021-07-31,Germany,61.23
2021-07-31,Greece,55.02
2021-07-31,Iceland,0.00
2021-07-31,Ireland,66.37
2021-07-31,Israel,65.82
2021-07-31,Italy,63.67
2021-07-31,Japan,40.65
2021-07-31,Latvia,41.24
2021-07-31,Lithuania,52.59
2021-07-31,Luxembourg,0.00
2021-07-31,Mexico,36.44
2021-07-31,Netherlands,0.00
2021-07-31,New Zealand,24.24
2021-07-31,Norway,65.80
2021-07-31,Poland,48.50
2021-07-31,Portugal,69.01
2021-07-31,Slovakia,41.61
2021-07-31,Slovenia,44.31
2021-07-31,South Korea,37.53
2021-07-31,Spain,0.00
2021-07-31,Sweden,0.00
2021-07-31,Switzerland,53.61
2021-07-31,Taiwan,0.00
2021-07-31,Turkey,48.23
2021-07-31,United Kingdom,68.64
2021-07-31,United States,57.37
