tDate,Country,VaccinatedRate
2021-06-01,Australia,14.97
2021-06-01,Austria,41.25
2021-06-01,Belgium,41.16
2021-06-01,Canada,57.81
2021-06-01,Chile,56.62
2021-06-01,China,0.00
2021-06-01,Colombia,13.79
2021-06-01,Costa Rica,19.70
2021-06-01,Czechia,36.98
2021-06-01,Denmark,37.87
2021-06-01,Estonia,36.10
2021-06-01,Finland,44.63
2021-06-01,France,40.63
2021-06-01,Germany,43.53
2021-06-01,Greece,35.67
2021-06-01,Hungary,54.05
2021-06-01,Iceland,0.00
2021-06-01,Ireland,0.00
2021-06-01,Israel,62.05
2021-06-01,Italy,39.87
2021-06-01,Japan,10.59
2021-06-01,Latvia,29.52
2021-06-01,Lithuania,38.58
2021-06-01,Luxembourg,36.19
2021-06-01,Mexico,16.92
2021-06-01,Netherlands,0.00
2021-06-01,New Zealand,8.94
2021-06-01,Norway,30.78
2021-06-01,Poland,36.77
2021-06-01,Portugal,38.57
2021-06-01,Slovakia,32.33
2021-06-01,Slovenia,32.31
2021-06-01,South Korea,12.28
2021-06-01,Spain,39.42
2021-06-01,Sweden,0.00
2021-06-01,Switzerland,36.06
2021-06-01,Taiwan,0.00
2021-06-01,Turkey,19.68
2021-06-01,United Kingdom,58.04
2021-06-01,United States,50.61
