Date,Country,VaccinatedRate
2021-04-03,Australia,0.00
2021-04-03,Austria,14.54
2021-04-03,Belgium,13.62
2021-04-03,Canada,14.59
2021-04-03,Chile,36.19
2021-04-03,China,0.00
2021-04-03,Colombia,3.88
2021-04-03,Costa Rica,0.00
2021-04-03,Czechia,11.65
2021-04-03,Denmark,13.01
2021-04-03,Estonia,16.78
2021-04-03,Finland,17.52
2021-04-03,France,14.53
2021-04-03,Germany,12.48
2021-04-03,Greece,11.30
2021-04-03,Hungary,24.00
2021-04-03,Iceland,14.64
2021-04-03,Ireland,13.26
2021-04-03,Israel,59.84
2021-04-03,Italy,12.89
2021-04-03,Japan,0.00
2021-04-03,Latvia,8.16
2021-04-03,Lithuania,14.48
2021-04-03,Luxembourg,0.00
2021-04-03,Mexico,6.07
2021-04-03,Netherlands,0.00
2021-04-03,New Zealand,1.37
2021-04-03,Norway,13.16
2021-04-03,Poland,0.00
2021-04-03,Portugal,13.14
2021-04-03,Slovakia,13.86
2021-04-03,Slovenia,13.80
2021-04-03,South Korea,1.86
2021-04-03,Spain,12.21
2021-04-03,Sweden,0.00
2021-04-03,Switzerland,11.16
2021-04-03,Taiwan,0.07
2021-04-03,Turkey,11.15
2021-04-03,United Kingdom,46.23
2021-04-03,United States,31.30
