tDate,Country,VaccinatedRate
2022-07-10,Australia,86.72
2022-07-10,Belgium,79.52
2022-07-10,Canada,86.14
2022-07-10,Chile,93.75
2022-07-10,China,0.00
2022-07-10,Czechia,64.95
2022-07-10,Denmark,83.05
2022-07-10,Estonia,65.15
2022-07-10,Finland,0.00
2022-07-10,France,83.28
2022-07-10,Germany,77.13
2022-07-10,Greece,76.37
2022-07-10,Hungary,0.00
2022-07-10,Ireland,82.12
2022-07-10,Israel,76.38
2022-07-10,Italy,84.17
2022-07-10,Japan,82.34
2022-07-10,Latvia,72.11
2022-07-10,Lithuania,0.00
2022-07-10,New Zealand,88.33
2022-07-10,Norway,0.00
2022-07-10,Poland,60.16
2022-07-10,Slovakia,51.69
2022-07-10,South Korea,86.98
2022-07-10,Spain,0.00
2022-07-10,Switzerland,69.87
2022-07-10,Taiwan,88.86
2022-07-10,Turkey,68.04
2022-07-10,United States,78.31
