tDate,Country,VaccinatedRate
2021-05-06,Australia,0.00
2021-05-06,Austria,28.62
2021-05-06,Belgium,29.58
2021-05-06,Canada,36.06
2021-05-06,Chile,44.19
2021-05-06,China,0.00
2021-05-06,Colombia,0.00
2021-05-06,Costa Rica,0.00
2021-05-06,Czechia,23.41
2021-05-06,Denmark,25.06
2021-05-06,Estonia,27.36
2021-05-06,Finland,0.00
2021-05-06,France,26.68
2021-05-06,Germany,31.37
2021-05-06,Greece,22.50
2021-05-06,Hungary,43.64
2021-05-06,Iceland,36.12
2021-05-06,Ireland,25.43
2021-05-06,Israel,61.64
2021-05-06,Italy,26.66
2021-05-06,Japan,2.96
2021-05-06,Latvia,18.31
2021-05-06,Lithuania,27.67
2021-05-06,Luxembourg,26.05
2021-05-06,Mexico,10.53
2021-05-06,Netherlands,0.00
2021-05-06,New Zealand,4.94
2021-05-06,Norway,27.34
2021-05-06,Poland,25.76
2021-05-06,Portugal,27.05
2021-05-06,Slovakia,21.56
2021-05-06,Slovenia,22.55
2021-05-06,South Korea,7.00
2021-05-06,Spain,28.39
2021-05-06,Sweden,0.00
2021-05-06,Switzerland,23.59
2021-05-06,Taiwan,0.34
2021-05-06,Turkey,16.92
2021-05-06,United Kingdom,51.42
2021-05-06,United States,44.90
