Date,Country,VaccinatedRate
2021-11-22,Australia,76.89
2021-11-22,Austria,69.11
2021-11-22,Belgium,75.73
2021-11-22,Canada,79.26
2021-11-22,Chile,87.45
2021-11-22,China,0.00
2021-11-22,Colombia,69.07
2021-11-22,Costa Rica,75.12
2021-11-22,Czechia,60.97
2021-11-22,Denmark,78.18
2021-11-22,Estonia,62.09
2021-11-22,Finland,76.96
2021-11-22,France,79.12
2021-11-22,Germany,69.97
2021-11-22,Greece,66.74
2021-11-22,Hungary,62.73
2021-11-22,Iceland,0.00
2021-11-22,Ireland,77.22
2021-11-22,Israel,71.31
2021-11-22,Italy,77.85
2021-11-22,Japan,0.00
2021-11-22,Latvia,67.34
2021-11-22,Lithuania,68.95
2021-11-22,Mexico,58.26
2021-11-22,Netherlands,0.00
2021-11-22,New Zealand,79.15
2021-11-22,Norway,77.40
2021-11-22,Poland,54.62
2021-11-22,Slovakia,47.66
2021-11-22,Slovenia,58.82
2021-11-22,South Korea,81.62
2021-11-22,Spain,81.83
2021-11-22,Sweden,0.00
2021-11-22,Switzerland,66.78
2021-11-22,Taiwan,75.73
2021-11-22,Turkey,65.93
2021-11-22,United Kingdom,74.48
2021-11-22,United States,69.48
