tDate,Country,VaccinatedRate
2022-07-11,Australia,86.73
2022-07-11,Belgium,79.52
2022-07-11,Canada,86.14
2022-07-11,Chile,93.76
2022-07-11,China,0.00
2022-07-11,Czechia,64.96
2022-07-11,Denmark,83.05
2022-07-11,Estonia,65.16
2022-07-11,Finland,0.00
2022-07-11,France,83.28
2022-07-11,Germany,77.13
2022-07-11,Greece,76.38
2022-07-11,Hungary,0.00
2022-07-11,Ireland,82.12
2022-07-11,Israel,76.38
2022-07-11,Italy,84.17
2022-07-11,Japan,82.34
2022-07-11,Latvia,72.11
2022-07-11,Lithuania,72.59
2022-07-11,New Zealand,88.33
2022-07-11,Norway,79.45
2022-07-11,Poland,60.16
2022-07-11,South Korea,86.98
2022-07-11,Spain,0.00
2022-07-11,Switzerland,69.87
2022-07-11,Taiwan,88.87
2022-07-11,Turkey,68.04
2022-07-11,United States,78.32
