tDate,Country,VaccinatedRate
2021-07-02,Australia,24.21
2021-07-02,Austria,53.63
2021-07-02,Belgium,63.49
2021-07-02,Canada,67.83
2021-07-02,Chile,67.11
2021-07-02,China,0.00
2021-07-02,Colombia,22.94
2021-07-02,Costa Rica,0.00
2021-07-02,Czechia,47.80
2021-07-02,Denmark,58.36
2021-07-02,Estonia,42.59
2021-07-02,Finland,60.38
2021-07-02,France,52.95
2021-07-02,Germany,56.09
2021-07-02,Greece,47.48
2021-07-02,Iceland,76.32
2021-07-02,Ireland,0.00
2021-07-02,Israel,64.01
2021-07-02,Italy,57.57
2021-07-02,Japan,27.10
2021-07-02,Latvia,35.88
2021-07-02,Lithuania,46.55
2021-07-02,Luxembourg,54.15
2021-07-02,Mexico,24.87
2021-07-02,Netherlands,0.00
2021-07-02,New Zealand,15.27
2021-07-02,Norway,51.55
2021-07-02,Poland,45.09
2021-07-02,Portugal,0.00
2021-07-02,Slovakia,37.71
2021-07-02,Slovenia,39.93
2021-07-02,South Korea,29.62
2021-07-02,Spain,0.00
2021-07-02,Sweden,0.00
2021-07-02,Switzerland,50.16
2021-07-02,Taiwan,9.36
2021-07-02,Turkey,41.95
2021-07-02,United Kingdom,66.18
2021-07-02,United States,54.56
