Date,Country,VaccinatedRate
2020-12-29,Austria,0.04
2020-12-29,Belgium,0.00
2020-12-29,Canada,0.19
2020-12-29,Chile,0.05
2020-12-29,China,0.00
2020-12-29,Costa Rica,0.00
2020-12-29,Czechia,0.07
2020-12-29,Denmark,0.29
2020-12-29,Estonia,0.07
2020-12-29,France,0.00
2020-12-29,Germany,0.11
2020-12-29,Greece,0.01
2020-12-29,Hungary,0.00
2020-12-29,Israel,7.73
2020-12-29,Italy,0.02
2020-12-29,Latvia,0.08
2020-12-29,Lithuania,0.30
2020-12-29,Mexico,0.01
2020-12-29,Norway,0.03
2020-12-29,Poland,0.02
2020-12-29,Portugal,0.20
2020-12-29,Slovenia,0.44
2020-12-29,Sweden,0.00
2020-12-29,Switzerland,0.05
2020-12-29,United Kingdom,0.00
2020-12-29,United States,0.00
