Date,Country,VaccinatedRate
2021-05-16,Australia,0.00
2021-05-16,Austria,33.61
2021-05-16,Belgium,33.95
2021-05-16,Canada,44.67
2021-05-16,Chile,47.41
2021-05-16,China,0.00
2021-05-16,Colombia,8.98
2021-05-16,Costa Rica,0.00
2021-05-16,Czechia,28.82
2021-05-16,Denmark,28.50
2021-05-16,Estonia,30.26
2021-05-16,Finland,0.00
2021-05-16,France,31.60
2021-05-16,Germany,36.83
2021-05-16,Greece,0.00
2021-05-16,Hungary,48.15
2021-05-16,Iceland,0.00
2021-05-16,Ireland,0.00
2021-05-16,Israel,61.81
2021-05-16,Italy,31.95
2021-05-16,Japan,4.39
2021-05-16,Latvia,23.47
2021-05-16,Lithuania,32.39
2021-05-16,Luxembourg,31.44
2021-05-16,Mexico,11.86
2021-05-16,Netherlands,33.79
2021-05-16,New Zealand,6.30
2021-05-16,Norway,29.29
2021-05-16,Poland,30.58
2021-05-16,Portugal,31.68
2021-05-16,Slovakia,25.93
2021-05-16,Slovenia,26.92
2021-05-16,South Korea,7.21
2021-05-16,Spain,32.78
2021-05-16,Sweden,33.38
2021-05-16,Switzerland,27.98
2021-05-16,Taiwan,0.82
2021-05-16,Turkey,17.58
2021-05-16,United Kingdom,53.81
2021-05-16,United States,47.20
