tDate,Country,VaccinatedRate
2021-11-01,Australia,74.07
2021-11-01,Austria,65.33
2021-11-01,Belgium,74.92
2021-11-01,Canada,78.45
2021-11-01,Chile,85.84
2021-11-01,China,0.00
2021-11-01,Colombia,0.00
2021-11-01,Costa Rica,72.99
2021-11-01,Czechia,58.23
2021-11-01,Denmark,77.10
2021-11-01,Estonia,60.21
2021-11-01,Finland,0.00
2021-11-01,France,78.33
2021-11-01,Germany,68.84
2021-11-01,Greece,64.09
2021-11-01,Hungary,61.81
2021-11-01,Iceland,0.00
2021-11-01,Ireland,76.59
2021-11-01,Israel,70.99
2021-11-01,Italy,77.26
2021-11-01,Japan,77.95
2021-11-01,Latvia,62.57
2021-11-01,Lithuania,67.36
2021-11-01,Mexico,57.30
2021-11-01,Netherlands,0.00
2021-11-01,New Zealand,76.47
2021-11-01,Norway,76.94
2021-11-01,Poland,53.57
2021-11-01,Portugal,88.78
2021-11-01,Slovakia,45.97
2021-11-01,Slovenia,57.17
2021-11-01,South Korea,79.56
2021-11-01,Spain,0.00
2021-11-01,Sweden,0.00
2021-11-01,Switzerland,65.70
2021-11-01,Taiwan,72.46
2021-11-01,Turkey,65.19
2021-11-01,United Kingdom,73.34
2021-11-01,United States,66.86
