tDate,Country,VaccinatedRate
2022-06-07,Australia,86.58
2022-06-07,Belgium,79.48
2022-06-07,Canada,85.99
2022-06-07,Chile,93.56
2022-06-07,China,0.00
2022-06-07,Czechia,64.93
2022-06-07,Denmark,83.14
2022-06-07,Estonia,65.08
2022-06-07,Finland,0.00
2022-06-07,France,83.17
2022-06-07,Germany,76.94
2022-06-07,Greece,76.33
2022-06-07,Hungary,66.54
2022-06-07,Ireland,82.03
2022-06-07,Israel,76.34
2022-06-07,Italy,84.13
2022-06-07,Japan,82.22
2022-06-07,Lithuania,72.57
2022-06-07,New Zealand,88.28
2022-06-07,Norway,79.39
2022-06-07,Poland,60.13
2022-06-07,Slovenia,60.88
2022-06-07,South Korea,86.95
2022-06-07,Spain,0.00
2022-06-07,Sweden,0.00
2022-06-07,Taiwan,88.03
2022-06-07,United States,77.77
