Date,Country,VaccinatedRate
2021-02-27,Australia,0.12
2021-02-27,Austria,4.94
2021-02-27,Belgium,4.55
2021-02-27,Canada,3.47
2021-02-27,Chile,17.26
2021-02-27,China,0.00
2021-02-27,Colombia,0.00
2021-02-27,Costa Rica,0.00
2021-02-27,Czechia,3.92
2021-02-27,Denmark,7.06
2021-02-27,Estonia,5.92
2021-02-27,Finland,6.52
2021-02-27,France,4.73
2021-02-27,Germany,4.81
2021-02-27,Greece,5.52
2021-02-27,Hungary,7.03
2021-02-27,Iceland,0.00
2021-02-27,Ireland,5.91
2021-02-27,Israel,53.22
2021-02-27,Italy,4.82
2021-02-27,Japan,0.00
2021-02-27,Latvia,2.47
2021-02-27,Lithuania,6.16
2021-02-27,Luxembourg,0.00
2021-02-27,Mexico,1.40
2021-02-27,Netherlands,0.00
2021-02-27,New Zealand,0.12
2021-02-27,Norway,6.22
2021-02-27,Poland,0.00
2021-02-27,Portugal,5.96
2021-02-27,Slovakia,5.67
2021-02-27,Slovenia,5.99
2021-02-27,South Korea,0.04
2021-02-27,Spain,0.00
2021-02-27,Sweden,0.00
2021-02-27,Switzerland,5.99
2021-02-27,Turkey,8.06
2021-02-27,United Kingdom,29.45
2021-02-27,United States,14.55
