Date,Country,VaccinatedRate
2021-09-15,Australia,55.44
2021-09-15,Austria,62.29
2021-09-15,Belgium,73.20
2021-09-15,Canada,74.83
2021-09-15,Chile,76.25
2021-09-15,China,0.00
2021-09-15,Colombia,48.46
2021-09-15,Czechia,56.23
2021-09-15,Denmark,76.35
2021-09-15,Estonia,56.14
2021-09-15,Finland,73.70
2021-09-15,France,75.98
2021-09-15,Germany,66.29
2021-09-15,Greece,60.93
2021-09-15,Hungary,60.73
2021-09-15,Iceland,81.81
2021-09-15,Ireland,75.13
2021-09-15,Israel,68.90
2021-09-15,Italy,72.89
2021-09-15,Japan,65.17
2021-09-15,Latvia,47.17
2021-09-15,Lithuania,63.54
2021-09-15,Luxembourg,65.23
2021-09-15,Mexico,47.27
2021-09-15,Netherlands,0.00
2021-09-15,New Zealand,0.00
2021-09-15,Norway,73.65
2021-09-15,Poland,51.81
2021-09-15,Slovakia,44.20
2021-09-15,Slovenia,50.81
2021-09-15,South Korea,67.51
2021-09-15,Spain,79.88
2021-09-15,Sweden,69.37
2021-09-15,Switzerland,60.26
2021-09-15,Taiwan,48.14
2021-09-15,Turkey,61.33
2021-09-15,United Kingdom,71.11
2021-09-15,United States,63.19
